ID,IPK_Sem1,IPK_Sem2,IPK_Sem3,IPK_Sem4,Kehadiran_Rata,Remedial_Total,Aktivitas_Online,Pekerjaan,Jam_Kerja_Mingguan,Pendapatan_OrangTua,Tanggungan_Keluarga,Risiko_DO
M1944,2.63,1.91,1.5,1.63,98.3,0,10,Tidak,0,6.5,6,0
M1945,3.11,2.99,3.14,3.26,78.1,2,5,Ya,18,6.2,1,0
M1946,2.62,2.89,3.14,2.86,62.2,0,16,Tidak,0,4.2,4,0
M1947,2.99,3.15,2.97,3.31,56.6,2,10,Tidak,0,3.8,7,0
M1948,2.79,2.92,3.27,3.51,73.9,2,13,Tidak,0,7.9,4,0
M1949,3.36,3.28,2.78,3.07,78.0,1,9,Tidak,0,9.4,9,0
M1950,2.77,2.39,1.94,1.94,93.0,1,11,Ya,36,7.1,10,1
M1951,1.91,2.06,2.1,1.68,88.7,0,6,Tidak,0,5.7,5,0
M1952,3.43,3.18,3.19,3.48,82.3,2,7,Tidak,0,8.5,9,0
M1953,2.35,3.01,2.8,2.72,71.1,0,12,Ya,24,4.3,1,0
M1954,2.47,2.64,2.88,2.46,70.4,2,6,Tidak,0,8.1,4,0
M1955,2.5,2.33,2.49,2.9,82.5,1,8,Tidak,0,4.8,7,0
M1956,3.49,3.31,3.57,4.0,87.0,1,9,Ya,36,4.9,2,0
M1957,1.73,1.7,1.66,1.65,83.9,1,12,Tidak,0,5.3,9,0
M1958,4.0,3.93,4.0,4.0,69.7,1,11,Tidak,0,5.8,3,0
M1959,3.33,3.67,3.54,3.57,86.5,1,7,Ya,25,7.8,4,0
M1960,2.91,2.97,3.59,3.48,84.3,2,14,Tidak,0,3.4,4,0
M1961,2.77,2.55,2.31,2.12,69.3,2,8,Tidak,0,4.8,8,1
M1962,2.94,3.51,4.0,4.0,72.2,2,10,Tidak,0,6.4,2,0
M1963,3.06,3.07,3.08,2.85,86.9,0,7,Tidak,0,7.1,5,0
M1964,3.12,3.35,2.94,3.16,77.7,4,12,Ya,30,2.6,2,1
M1965,3.08,2.9,3.31,3.14,95.9,3,9,Tidak,0,4.4,6,0
M1966,2.84,2.95,2.99,2.85,85.0,2,11,Ya,26,2.5,9,1
M1967,2.7,2.79,3.05,3.36,75.1,2,6,Tidak,0,4.6,9,0
M1968,2.72,2.15,2.52,2.41,79.9,0,10,Tidak,0,5.1,1,0
M1969,2.7,3.3,3.4,3.28,80.6,0,11,Tidak,0,7.0,4,0
M1970,3.37,3.76,3.58,3.92,72.7,2,6,Tidak,0,1.4,4,0
M1971,3.1,2.98,3.27,3.75,70.9,1,6,Tidak,0,7.3,1,0
M1972,1.5,1.5,1.5,1.69,87.0,0,9,Tidak,0,5.0,10,0
M1973,3.13,3.23,3.44,3.24,88.5,2,13,Tidak,0,5.3,2,0
M1974,2.9,2.93,2.28,2.13,86.0,3,12,Tidak,0,7.9,6,0
M1975,2.79,2.9,3.03,3.05,95.2,1,11,Tidak,0,8.7,10,0
M1976,2.61,2.67,2.48,2.58,74.6,1,11,Tidak,0,4.7,3,0
M1977,3.36,3.51,4.0,3.7,96.7,1,9,Tidak,0,4.7,9,0
M1978,3.27,3.7,3.89,4.0,71.0,1,5,Ya,14,5.3,3,0
M1979,2.41,2.58,2.65,2.68,69.9,2,9,Ya,11,4.7,3,0
M1980,3.0,2.69,2.84,2.33,62.4,3,10,Tidak,0,3.1,9,1
M1981,2.31,2.72,2.42,2.14,75.5,2,15,Tidak,0,5.9,3,0
M1982,2.11,2.6,3.09,2.94,75.0,1,12,Tidak,0,4.7,6,0
M1983,2.49,3.44,4.0,3.98,85.3,2,10,Tidak,0,6.2,6,0
M1984,3.23,2.89,3.01,3.58,82.4,2,7,Ya,40,9.4,1,0
M1985,3.28,3.35,3.83,3.9,68.1,0,6,Ya,34,5.8,7,1
M1986,3.06,2.44,2.27,2.02,76.1,1,11,Tidak,0,4.5,9,0
M1987,3.16,3.33,3.09,3.16,76.3,3,9,Tidak,0,5.5,9,0
M1988,3.06,2.9,2.91,2.8,62.2,2,11,Tidak,0,6.3,9,0
M1989,2.48,3.06,3.19,3.29,70.2,3,11,Tidak,0,5.7,2,0
M1990,3.02,2.79,2.67,2.84,72.3,2,9,Ya,13,4.9,1,0
M1991,3.2,2.69,2.85,3.21,94.3,0,7,Tidak,0,2.7,6,0
M1992,3.18,3.04,3.13,3.12,81.9,1,8,Tidak,0,7.3,6,0
M1993,3.39,2.8,2.5,2.99,86.6,4,8,Tidak,0,4.2,4,0
M1994,3.15,3.38,3.54,3.81,65.0,2,7,Ya,15,8.9,8,0
M1995,2.98,2.36,2.62,2.41,91.9,2,10,Ya,19,5.3,5,0
M1996,3.34,3.35,3.4,4.0,93.0,1,14,Ya,24,5.0,7,0
M1997,2.79,2.17,2.52,2.62,60.0,0,15,Tidak,0,5.1,9,0
M1998,2.36,2.26,1.89,1.64,72.9,3,9,Ya,33,6.3,1,1
M1999,2.72,3.21,3.35,3.85,85.0,1,11,Ya,13,4.3,9,0
M2000,2.43,2.54,2.19,2.81,86.4,1,11,Tidak,0,4.6,4,0
